NoA: 5, NoC: 5, NoS: 4
 STT | ETH ET1 ET2 | EVR1 EVR2 EVR3 EVR4 | WTH  WTR1 WTR2 | MDH MDR1 MDR2 MDR3 MDR4 | PYH | OUT
     |             |                     |                | A06Y                     |      |     
     |             |                     |                |                A06Y      |      |     
     |             |                     |                |                          | A06Y |     
     |             |                     |                |                          |      | A06Y
NoA: 3, NoC: 3, NoS: 4
 STT | ETH ET1 ET2 | EVR1 EVR2 EVR3 EVR4 | WTH  WTR1 WTR2 | MDH MDR1 MDR2 MDR3 MDR4 | PYH | OUT
 INIT|             |                     |                |                          |    
 RUN |             |                     |                |                          |    
     | A01         |                     |                |                          |      |     
     |         A01 |                     |                |                          |      |     
     | A02         |                     |                |                          |      |     
     | A03         |                     |                |                          |      |     
     |         A02 |                     |                |                          |      |     
     |             | A01                 |                |                          |      |     
     |         A03 |                     |                |                          |      |     
     |             |      A02            |                |                          |      |     
     |             |           A03       |                |                          |      |     
     | C04         |                     |                |                          |      |     
     |     C04     |                     |                |                          |      |     
     |             |                C04  |                |                          |      |     
     | C05         |                     |                |                          |      |     
     |     C05     |                     |                |                          |      |     
     | C06         |                     |                |                          |      |     
     |             |                C04B |                |                          |      |     
     |             |                     | C01B           |                          |      |     
     |             |                     |      C01B      |                          |      |     
     |     C06     |                     |                |                          |      |     
     |             |                C05  |                |                          |      |     
     |             |                     |                | C01B                     |      |     
     |             |                     |                |      C01B                |      |     
     |             |                     |                |                          | C01B |     
     |             |                     |                |                          |      | C01B
     |             |      A02R           |                |                          |      |     
     |             |                     | A02R           |                          |      |     
     |             |                     |           A02R |                          |      |     
     |             |      C06            |                |                          |      |     
     |             |                     |                | A02R                     |      |     
     |             |                     |                |                A02R      |      |     
     |             |                     |                |                          | A02R |     
     |             |                     |                |                          |      | A02R
     |             |           A03Y      |                |                          |      |     
     |             |                     | A03Y           |                          |      |     
     |             |                     |           A03Y |                          |      |     
     |             |                     |                | A03Y                     |      |     
     |             |                     |                |                A03Y      |      |     
     |             |                     |                |                          | A03Y |     
     |             |                     |                |                          |      | A03Y
     |             | A01Y                |                |                          |      |     
     |             |                     | A04Y           |                          |      |     
     |             |                     |           A04Y |                          |      |     
     |             |                     |                | A04Y                     |      |     
     |             |                     |                |                A04Y      |      |     
     |             |                     |                |                          | A04Y |     
     |             |                     |                |                          |      | A04Y
     |             |                C05R |                |                          |      |     
     |             |                     | C05R           |                          |      |     
     |             |                     |      C05R      |                          |      |     
     |             |                     |                | C05R                     |      |     
     |             |                     |                |      C05R                |      |     
     |             |                     |                |                          | C05R |     
     |             |                     |                |                          |      | C05R
     |             |      C06Y           |                |                          |      |     
     |             |                     | C06Y           |                          |      |     
     |             |                     |      C06Y      |                          |      |     
     |             |                     |                | C06Y                     |      |     
     |             |                     |                |      C06Y                |      |     
     |             |                     |                |                          | C06Y |     
     |             |                     |                |                          |      | C06Y
NoA: 3, NoC: 3, NoS: 4
 STT | ETH ET1 ET2 | EVR1 EVR2 EVR3 EVR4 | WTH  WTR1 WTR2 | MDH MDR1 MDR2 MDR3 MDR4 | PYH | OUT
 INIT|             |                     |                |                          |    
 RUN |             |                     |                |                          |    
     | A01         |                     |                |                          |      |     
     |         A01 |                     |                |                          |      |     
     | A02         |                     |                |                          |      |     
     | C03         |                     |                |                          |      |     
     |     C03     |                     |                |                          |      |     
     | A04         |                     |                |                          |      |     
     | C05         |                     |                |                          |      |     
     | C06         |                     |                |                          |      |     
     |         A02 |                     |                |                          |      |     
     |             | A01                 |                |                          |      |     
     |         A04 |                     |                |                          |      |     
     |             |      A02            |                |                          |      |     
     |             |           C03       |                |                          |      |     
     |     C05     |                     |                |                          |      |     
     |             |                A04  |                |                          |      |     
     |             | A01B                |                |                          |      |     
     |             |                     | A01B           |                          |      |     
     |             |                     |           A01B |                          |      |     
     |             |                     |                | A01B                     |      |     
     |     C06     |                     |                |                          |      |     
     |             | C05                 |                |                          |      |     
     |             |                     |                |                A01B      |      |     
     |             |                     |                |                          | A01B |     
     |             |                     |                |                          |      | A01B
     |             |           C03B      |                |                          |      |     
     |             |                     | C02B           |                          |      |     
     |             |                     |      C02B      |                          |      |     
     |             |           C06       |                |                          |      |     
     |             |                     |                | C02B                     |      |     
     |             |                     |                |      C02B                |      |     
     |             |                     |                |                          | C02B |     
     |             |                     |                |                          |      | C02B
     |             |      A02Y           |                |                          |      |     
     |             |                     | A03Y           |                          |      |     
     |             |                     |           A03Y |                          |      |     
     |             |                     |                | A03Y                     |      |     
     |             |                     |                |                A03Y      |      |     
     |             |                     |                |                          | A03Y |     
     |             |                     |                |                          |      | A03Y
     |             | C05Y                |                |                          |      |     
     |             |                     | C04Y           |                          |      |     
     |             |                     |      C04Y      |                          |      |     
     |             |                     |                | C04Y                     |      |     
     |             |                     |                |      C04Y                |      |     
     |             |                     |                |                          | C04Y |     
     |             |                     |                |                          |      | C04Y
     |             |                A04B |                |                          |      |     
     |             |                     | A05B           |                          |      |     
     |             |                     |           A05B |                          |      |     
     |             |                     |                | A05B                     |      |     
     |             |                     |                |                A05B      |      |     
     |             |                     |                |                          | A05B |     
     |             |                     |                |                          |      | A05B
     |             |           C06Y      |                |                          |      |     
     |             |                     | C06Y           |                          |      |     
     |             |                     |      C06Y      |                          |      |     
     |             |                     |                | C06Y                     |      |     
     |             |                     |                |      C06Y                |      |     
     |             |                     |                |                          | C06Y |     
     |             |                     |                |                          |      | C06Y
